,Name,Full Ticker,Ticker,P/E Ratio,sector,industry,ticker
1453,Miricor Enterprises Holdings Limited,SEHK:1827,1827,-81.5543,Consumer Cyclical,Personal Services,1827
1454,Winfull Group Holdings Limited,SEHK:183,183,-1.8282,Real Estate,Real Estate Services,183
1455,ShiFang Holding Limited,SEHK:1831,1831,-0.885,Communication Services,Advertising Agencies,1831
1456,Ping An Healthcare and Technology Company Limited,SEHK:1833,1833,-112.9779,Healthcare,Health Information Services,1833
1457,"Shanghai Realway Capital Assets Management Co., Ltd.",SEHK:1835,1835,-67.0581,Financial Services,Asset Management,1835
1458,Natural Food International Holding Limited,SEHK:1837,1837,-39.5161,Consumer Defensive,Packaged Foods,1837
1459,China Properties Group Limited,SEHK:1838,1838,-0.3849,Real Estate,Real Estate—Development,1838
1460,A.Plus Group Holdings Limited,SEHK:1841,1841,6.3013,Industrials,Specialty Business Services,1841
1461,Grown Up Group Investment Holdings Limited,SEHK:1842,1842,-20.0155,Consumer Cyclical,Footwear & Accessories,1842
1462,Snack Empire Holdings Limited,SEHK:1843,1843,10.0502,Consumer Cyclical,Restaurants,1843
1463,Weigang Environmental Technology Holding Group Limited,SEHK:1845,1845,7.4444,Industrials,Waste Management,1845
1464,EuroEyes International Eye Clinic Limited,SEHK:1846,1846,295.9891,Healthcare,Medical Care Facilities,1846
1465,China Aircraft Leasing Group Holdings Limited,SEHK:1848,1848,5.7034,Industrials,Airports & Air Services,1848
1466,AM Group Holdings Limited,SEHK:1849,1849,39.1734,Communication Services,Advertising Agencies,1849
1467,WINDMILL Group Limited,SEHK:1850,1850,-23.2867,Industrials,Security & Protection Services,1850
1468,China Gingko Education Group Company Limited,SEHK:1851,1851,20.1954,Consumer Defensive,Education & Training Services,1851
1469,Goal Forward Holdings Limited,SEHK:1854,1854,-36.2047,Consumer Defensive,Food Distribution,1854
1470,Zonbong Landscape Environmental Limited,SEHK:1855,1855,9.1325,Industrials,Engineering & Construction,1855
1471,Ernest Borel Holdings Limited,SEHK:1856,1856,-15.5971,Consumer Cyclical,Luxury Goods,1856
1472,China Everbright Water Limited,SEHK:1857,1857,4.7042,Industrials,Waste Management,1857
1473,"Beijing Chunlizhengda Medical Instruments Co., Ltd.",SEHK:1858,1858,22.7347,Healthcare,Medical Devices,1858
1474,China Bright Culture Group,SEHK:1859,1859,10.6014,Communication Services,Entertainment,1859
1475,Nimble Holdings Company Limited,SEHK:186,186,-29.9082,Technology,Electronics & Computer Distribution,186
1476,Mobvista Inc.,SEHK:1860,1860,54.1654,Communication Services,Advertising Agencies,1860
1477,Precious Dragon Technology Holdings Limited,SEHK:1861,1861,15.6959,Consumer Cyclical,Specialty Retail,1861
1478,Pipeline Engineering Holdings Limited,SEHK:1865,1865,-100.7406,Industrials,Engineering & Construction,1865
1479,LKS Holding Group Limited,SEHK:1867,1867,-39.5161,Industrials,Consulting Services,1867
1480,Neo-Neon Holdings Limited,SEHK:1868,1868,-6.6926,Industrials,Electrical Equipment & Parts,1868
1481,Li Bao Ge Group Limited,SEHK:1869,1869,-4.2836,Consumer Cyclical,Restaurants,1869
1482,Beijing Jingcheng Machinery Electric Company Limited,SEHK:187,187,-17.1641,Industrials,Specialty Industrial Machinery,187
1483,Acme International Holdings Limited,SEHK:1870,1870,-12.1011,Industrials,Engineering & Construction,1870
1484,China Oriented International Holdings Limited,SEHK:1871,1871,20.0171,Consumer Defensive,Education & Training Services,1871
1485,Guan Chao Holdings Limited,SEHK:1872,1872,13.7243,Consumer Cyclical,Auto & Truck Dealerships,1872
1486,TOT BIOPHARM International Company Limited,SEHK:1875,1875,-6.4239999999999995,Healthcare,Biotechnology,1875
1487,Budweiser Brewing Company APAC Limited,SEHK:1876,1876,74.0072,Consumer Defensive,Beverages—Brewers,1876
1488,"Shanghai Junshi Biosciences Co., Ltd.",SEHK:1877,1877,-58.3341,Healthcare,Biotechnology,1877
1489,SouthGobi Resources Ltd.,SEHK:1878,1878,-8.7411,Energy,Thermal Coal,1878
1490,eprint Group Limited,SEHK:1884,1884,44.8339,Industrials,Specialty Business Services,1884
1491,China Wood Optimization (Holding) Limited,SEHK:1885,1885,22.461,Basic Materials,Lumber & Wood Production,1885
1492,Sanai Health Industry Group Company Limited,SEHK:1889,1889,,Healthcare,Drug Manufacturers—Specialty & Generic,1889
1493,Heng Hup Holdings Limited,SEHK:1891,1891,231.69099999999997,Industrials,Metal Fabrication,1891
1494,Hang Yick Holdings Company Limited,SEHK:1894,1894,103.6353,Basic Materials,Steel,1894
1495,Maoyan Entertainment,SEHK:1896,1896,-60.5414,Communication Services,Internet Content & Information,1896
1496,"China ITS (Holdings) Co., Ltd.",SEHK:1900,1900,-19.0372,Technology,Information Technology Services,1900
1497,Feiyang International Holdings Group Limited,SEHK:1901,1901,-194.8554,Consumer Cyclical,Travel Services,1901
1498,JBB Builders International Limited,SEHK:1903,1903,94.2715,Industrials,Engineering & Construction,1903
1499,Bonny International Holding Limited,SEHK:1906,1906,38.3795,Consumer Cyclical,Apparel Manufacturing,1906
1500,Fire Rock Holdings Limited,SEHK:1909,1909,13.0657,Communication Services,Electronic Gaming & Multimedia,1909
1501,Lai Sun Garment (International) Limited,SEHK:191,191,-1.1423,Real Estate,Real Estate—Development,191
1502,Samsonite International S.A.,SEHK:1910,1910,-2.6436,Consumer Cyclical,Footwear & Accessories,1910
1503,China Renaissance Holdings Limited,SEHK:1911,1911,24.2946,Financial Services,Capital Markets,1911
1504,Contel Technology Company Limited,SEHK:1912,1912,7.9553,Technology,Semiconductors,1912
1505,Prada S.p.A.,SEHK:1913,1913,-156.8488,Consumer Cyclical,Luxury Goods,1913
1506,Doumob,SEHK:1917,1917,-7.3408,Communication Services,Advertising Agencies,1917
1507,"COSCO SHIPPING Holdings Co., Ltd.",SEHK:1919,1919,14.9109,Industrials,Marine Shipping,1919
1508,Hands Form Holdings Limited,SEHK:1920,1920,20.1854,Industrials,Engineering & Construction,1920
1509,Kwung's Holdings Limited,SEHK:1925,1925,17.9947,Consumer Defensive,Household & Personal Products,1925
1510,Capital Estate Limited,SEHK:193,193,-2.6683,Consumer Cyclical,Lodging,193
1511,CPM Group Limited,SEHK:1932,1932,-571.7762,Basic Materials,Specialty Chemicals,1932
1512,OneForce Holdings Limited,SEHK:1933,1933,-2.6136,Technology,Software—Application,1933
1513,JH Educational Technology INC.,SEHK:1935,1935,25.4212,Consumer Defensive,Education & Training Services,1935
1514,Ritamix Global Limited,SEHK:1936,1936,13.1013,Consumer Defensive,Farm Products,1936
1515,JiaChen Holding Group Limited,SEHK:1937,1937,5.0053,Industrials,Building Products & Equipment,1937
1516,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,SEHK:1938,1938,-2.1047,Basic Materials,Steel,1938
1517,China Gas Industry Investment Holdings Co. Ltd.,SEHK:1940,1940,36.2506,Utilities,Utilities—Regulated Gas,1940
1518,Ye Xing Group Holdings Limited,SEHK:1941,1941,6.2007,Real Estate,Real Estate Services,1941
1519,MOG Holdings Limited,SEHK:1942,1942,23.0309,Healthcare,Medical Instruments & Supplies,1942
1520,Silver Tide Holdings Limited,SEHK:1943,1943,-65.8842,Basic Materials,Building Materials,1943
1521,Zero2IPO Holdings Inc.,SEHK:1945,1945,59.0747,Financial Services,Financial Conglomerates,1945
1522,Platt Nera International Limited,SEHK:1949,1949,-4.9787,Technology,Information Technology Services,1949
1523,Greentech Technology International Limited,SEHK:195,195,-5.9123,Basic Materials,Other Industrial Metals & Mining,195
1524,Sunlight Technology Holdings Limited,SEHK:1950,1950,44.2299,Basic Materials,Specialty Chemicals,1950
1525,Everest Medicines Limited,SEHK:1952,1952,-2030.7208,Healthcare,Biotechnology,1952
1526,Rimbaco Group Global Limited,SEHK:1953,1953,22.1632,Industrials,Engineering & Construction,1953
1527,"Hong Kong Johnson Holdings Co., Ltd.",SEHK:1955,1955,4.4524,Industrials,Specialty Business Services,1955
1528,MBV International Limited,SEHK:1957,1957,17.1949,Consumer Cyclical,Apparel Manufacturing,1957
1529,Centenary United Holdings Limited,SEHK:1959,1959,12.0653,Consumer Cyclical,Auto & Truck Dealerships,1959
1530,Honghua Group Limited,SEHK:196,196,18.4752,Energy,Oil & Gas Equipment & Services,196
1531,TBK & Sons Holdings Limited,SEHK:1960,1960,-417.5506,Industrials,Engineering & Construction,1960
1532,Confidence Intelligence Holdings Limited,SEHK:1967,1967,171.6419,Technology,Semiconductors,1967
1533,"China Chunlai Education Group Co., Ltd.",SEHK:1969,1969,9.7538,Consumer Defensive,Education & Training Services,1969
1534,Heng Tai Consumables Group Limited,SEHK:197,197,-0.5294,Consumer Defensive,Farm Products,197
1535,Redsun Services Group Limited,SEHK:1971,1971,26.1719,Real Estate,Real Estate Services,1971
1536,Analogue Holdings Limited,SEHK:1977,1977,9.1771,Industrials,Engineering & Construction,1977
1537,LH Group Limited,SEHK:1978,1978,-14.2643,Consumer Cyclical,Restaurants,1978
1538,Tian Ge Interactive Holdings Limited,SEHK:1980,1980,12.517999999999999,Communication Services,Internet Content & Information,1980
1539,Cathay Media and Education Group Inc.,SEHK:1981,1981,147.5921,Communication Services,Entertainment,1981
1540,Beng Soon Machinery Holdings Limited,SEHK:1987,1987,-74.8117,Industrials,Engineering & Construction,1987
1541,Ta Yang Group Holdings Limited,SEHK:1991,1991,-3.3953,Consumer Cyclical,Auto Parts,1991
1542,Fosun Tourism Group,SEHK:1992,1992,-15.7642,Consumer Cyclical,Travel Services,1992
1543,Asiaray Media Group Limited,SEHK:1993,1993,-10.1332,Communication Services,Advertising Agencies,1993
1544,SIM Technology Group Limited,SEHK:2000,2000,-28.0723,Technology,Communication Equipment,2000
1545,China Sunshine Paper Holdings Company Limited,SEHK:2002,2002,3.1307,Basic Materials,Paper & Paper Products,2002
1546,VCREDIT Holdings Limited,SEHK:2003,2003,-2.2903,Financial Services,Credit Services,2003
1547,Phoenix Media Investment (Holdings) Limited,SEHK:2008,2008,-8.2439,Communication Services,Broadcasting,2008
1548,Magnificent Hotel Investments Limited,SEHK:201,201,-5.728,Consumer Cyclical,Lodging,201
1549,China Apex Group Limited,SEHK:2011,2011,-19.4666,Consumer Cyclical,Apparel Manufacturing,2011
1550,Sunshine Oilsands Ltd.,SEHK:2012,2012,-0.5481,Energy,Oil & Gas E&P,2012
1551,Weimob Inc.,SEHK:2013,2013,-91.6853,Technology,Software—Application,2013
1552,Ozner Water International Holding Limited,SEHK:2014,2014,-0.0671,Industrials,Pollution & Treatment Controls,2014
1553,Chanhigh Holdings Limited,SEHK:2017,2017,6.9578,Industrials,Engineering & Construction,2017
1554,Dexin China Holdings Company Limited,SEHK:2019,2019,5.2439,Real Estate,Real Estate—Development,2019
1555,EverChina Int'l Holdings Company Limited,SEHK:202,202,-4.1274,Real Estate,Real Estate Services,202
1556,Digital Hollywood Interactive Limited,SEHK:2022,2022,-10.1924,Communication Services,Electronic Gaming & Multimedia,2022
1557,China Ludao Technology Company Limited,SEHK:2023,2023,9.6828,Consumer Defensive,Household & Personal Products,2023
1558,Ruifeng Power Group Company Limited,SEHK:2025,2025,26.8189,Consumer Cyclical,Auto Parts,2025
1559,Jolimark Holdings Limited,SEHK:2028,2028,-3.6758,Technology,Computer Hardware,2028
1560,Time Watch Investments Limited,SEHK:2033,2033,12.0998,Consumer Cyclical,Luxury Goods,2033
1561,FIH Mobile Limited,SEHK:2038,2038,-24.017,Technology,Communication Equipment,2038
1562,China Investment Development Limited,SEHK:204,204,-8.9113,Financial Services,Asset Management,204
1563,SEEC Media Group Limited,SEHK:205,205,-0.7349,,Type,205
1564,51 Credit Card Inc.,SEHK:2051,2051,-0.8024,Financial Services,Credit Services,2051
1565,ZTO Express (Cayman) Inc.,SEHK:2057,2057,35.1544,Industrials,Integrated Freight & Logistics,2057
1566,"CMIC Ocean En-Tech Holding Co., Ltd.",SEHK:206,206,17.6472,Energy,Oil & Gas Equipment & Services,206
1567,Pujiang International Group Limited,SEHK:2060,2060,17.426,Industrials,Metal Fabrication,2060
1568,"Shengjing Bank Co., Ltd.",SEHK:2066,2066,10.1471,Financial Services,Banks—Regional,2066
1569,PanAsialum Holdings Company Limited,SEHK:2078,2078,-1.0132,Basic Materials,Aluminum,2078
1570,AUX International Holdings Limited,SEHK:2080,2080,-12.2534,Real Estate,Real Estate Services,2080
1571,Nature Home Holding Company Limited,SEHK:2083,2083,12.4715,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2083
1572,HNA Technology Investments Holdings Limited,SEHK:2086,2086,-35.0668,Industrials,Security & Protection Services,2086
1573,Xiwang Property Holdings Company Limited,SEHK:2088,2088,-2.4719,Real Estate,Real Estate—Development,2088
1574,Winshine Science Company Limited,SEHK:209,209,-5.8972,Consumer Cyclical,Leisure,209
1575,Simcere Pharmaceutical Group Limited,SEHK:2096,2096,25.2007,Healthcare,Biotechnology,2096
1576,Zall Smart Commerce Group Ltd.,SEHK:2098,2098,151.0613,Industrials,Industrial Distribution,2098
1577,China Gold International Resources Corp. Ltd.,SEHK:2099,2099,19.6897,Basic Materials,Other Precious Metals & Mining,2099
1578,Great China Properties Holdings Limited,SEHK:21,21,127.1918,,Type,21
1579,Daphne International Holdings Limited,SEHK:210,210,-0.4416,Consumer Cyclical,Footwear & Accessories,210
1580,Fulu Holdings Limited,SEHK:2101,2101,30.7147,Consumer Cyclical,Internet Retail,2101
1581,First Service Holding Limited,SEHK:2107,2107,,Real Estate,Real Estate Services,2107
1582,K2 F&B Holdings Limited,SEHK:2108,2108,4.8687,,,2108
1583,Yue Kan Holdings Limited,SEHK:2110,2110,11.6418,Industrials,Engineering & Construction,2110
1584,CAA Resources Limited,SEHK:2112,2112,-0.1769,Basic Materials,Steel,2112
1585,Century Group International Holdings Limited,SEHK:2113,2113,-17.3363,Industrials,Engineering & Construction,2113
1586,Channel Micron Holdings Company Limited,SEHK:2115,2115,14.4936,Industrials,Building Products & Equipment,2115
1587,Datang Group Holdings Limited,SEHK:2117,2117,,Real Estate,Real Estate—Development,2117
1588,Tian Shan Development (Holding) Limited,SEHK:2118,2118,-17.9931,Real Estate,Real Estate—Development,2118
1589,"Wenzhou Kangning Hospital Co., Ltd.",SEHK:2120,2120,37.7895,Healthcare,Medical Care Facilities,2120
1590,Kidsland International Holdings Limited,SEHK:2122,2122,-0.8746,Consumer Cyclical,Specialty Retail,2122
1591,Strawbear Entertainment Group,SEHK:2125,2125,75.9446,Communication Services,Entertainment,2125
1592,JW (Cayman) Therapeutics Co. Ltd,SEHK:2126,2126,-15.424000000000001,Healthcare,Biotechnology,2126
1593,Huisen Household International Group Limited,SEHK:2127,2127,11.0677,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2127
1594,Legion Consortium Limited,SEHK:2129,2129,,Industrials,Trucking,2129
1595,CN Logistics International Holdings Limited,SEHK:2130,2130,121.6545,Industrials,Integrated Freight & Logistics,2130
1596,Netjoy Holdings Limited,SEHK:2131,2131,61.0526,Communication Services,Advertising Agencies,2131
1597,Landrich Holding Limited,SEHK:2132,2132,5.7757,Industrials,Engineering & Construction,2132
1598,Greenway Mining Group Limited,SEHK:2133,2133,-1.1848,Basic Materials,Other Industrial Metals & Mining,2133
1599,Raily Aesthetic Medicine International Holdings Limited,SEHK:2135,2135,-151.6218,Healthcare,Medical Care Facilities,2135
1600,Lifestyle China Group Limited,SEHK:2136,2136,-8.9808,Consumer Cyclical,Department Stores,2136
1601,"Bank of Gansu Co., Ltd.",SEHK:2139,2139,44.6867,Financial Services,Banks—Regional,2139
1602,Asia Orient Holdings Limited,SEHK:214,214,1.4974,Financial Services,Asset Management,214
1603,HBM Holdings Limited,SEHK:2142,2142,-11.2892,Healthcare,Biotechnology,2142
1604,"Roiserv Lifestyle Services Co., Ltd.",SEHK:2146,2146,16.3265,Real Estate,Real Estate Services,2146
1605,"Vesync Co., Ltd",SEHK:2148,2148,109.1578,Consumer Cyclical,Internet Retail,2148
1606,"Tat Hong Equipment Service Co., Ltd.",SEHK:2153,2153,19.0634,Industrials,Farm & Heavy Construction Machinery,2153
1607,C&D Property Management Group Co. Limited,SEHK:2156,2156,,Real Estate,Real Estate—Diversified,2156
1608,Yidu Tech Inc.,SEHK:2158,2158,-27.6887,Healthcare,Health Information Services,2158
1609,Mediwelcome Healthcare Management & Technology Inc.,SEHK:2159,2159,33.5343,Healthcare,Health Information Services,2159
1610,MicroPort CardioFlow Medtech Corporation,SEHK:2160,2160,,Healthcare,Medical Devices,2160
1611,JBM (Healthcare) Limited,SEHK:2161,2161,46.621,Healthcare,Pharmaceutical Retailers,2161
1612,Kaisa Prosperity Holdings Limited,SEHK:2168,2168,12.0143,Real Estate,Real Estate Services,2168
1613,Canggang Railway Limited,SEHK:2169,2169,,Industrials,Railroads,2169
1614,China Chengtong Development Group Limited,SEHK:217,217,23.9103,Financial Services,Capital Markets,217
1615,Suzhou Basecare Medical Corporation Limited,SEHK:2170,2170,,Healthcare,Medical Care Facilities,2170
1616,Petro-king Oilfield Services Limited,SEHK:2178,2178,-1.8874,Energy,Oil & Gas Equipment & Services,2178
1617,Mabpharm Limited,SEHK:2181,2181,-26.5324,Healthcare,Biotechnology,2181
1618,Sansheng Holdings (Group) Co. Ltd.,SEHK:2183,2183,3.8532,Real Estate,Real Estate—Development,2183
1619,"China Titans Energy Technology Group Co., Limited",SEHK:2188,2188,-5.3018,Industrials,Electrical Equipment & Parts,2188
1620,Shun Ho Property Investments Limited,SEHK:219,219,-3.3086,Consumer Cyclical,Lodging,219
1621,Man King Holdings Limited,SEHK:2193,2193,33.1228,,,2193
1622,Mexan Limited,SEHK:22,22,-3.5829,,,22
1623,Brainhole Technology Limited,SEHK:2203,2203,-2.9644,Technology,Semiconductors,2203
1624,Universal Health International Group Holding Limited,SEHK:2211,2211,-0.2197,Healthcare,Pharmaceutical Retailers,2211
1625,Future Bright Mining Holdings Limited,SEHK:2212,2212,-6.3881,Basic Materials,Building Materials,2212
1626,Yi Hua Holdings Limited,SEHK:2213,2213,,Consumer Cyclical,Department Stores,2213
1627,Yantai North Andre Juice Company Limited,SEHK:2218,2218,34.6358,Consumer Defensive,Beverages—Non-Alcoholic,2218
1628,New Concepts Holdings Limited,SEHK:2221,2221,-0.4335,Industrials,Engineering & Construction,2221
1629,NVC International Holdings Limited,SEHK:2222,2222,-2.217,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2222
1630,Casablanca Group Limited,SEHK:2223,2223,35.741,Consumer Cyclical,Textile Manufacturing,2223
1631,Jinhai International Group Holdings Limited,SEHK:2225,2225,-1364.3762,Industrials,Staffing & Employment Services,2225
1632,Solis Holdings Limited,SEHK:2227,2227,-4.4989,Industrials,Engineering & Construction,2227
1633,Elife Holdings Limited,SEHK:223,223,-2.7351,Financial Services,Capital Markets,223
1634,SMIT Holdings Limited,SEHK:2239,2239,19.673,Industrials,Security & Protection Services,2239
1635,Pioneer Global Group Limited,SEHK:224,224,-38.897,Real Estate,Real Estate Services,224
1636,Haichang Ocean Park Holdings Ltd.,SEHK:2255,2255,-2.8571,Consumer Cyclical,Leisure,2255
1637,Fu Shek Financial Holdings Limited,SEHK:2263,2263,19.4403,Financial Services,Capital Markets,2263
1638,WuXi Biologics (Cayman) Inc.,SEHK:2269,2269,257.3502,Healthcare,Biotechnology,2269
1639,First Shanghai Investments Limited,SEHK:227,227,-12.2496,Financial Services,Capital Markets,227
1640,Hailan Holdings Limited,SEHK:2278,2278,39.6712,Real Estate,Real Estate Services,2278
1641,China Energy Development Holdings Limited,SEHK:228,228,-15.3928,Energy,Oil & Gas Integrated,228
1642,HC Group Inc.,SEHK:2280,2280,-2.9325,Technology,Information Technology Services,2280
1643,Chen Xing Development Holdings Limited,SEHK:2286,2286,8.88,Real Estate,Real Estate—Development,2286
1644,Rykadan Capital Limited,SEHK:2288,2288,-13.2753,Real Estate,Real Estate—Development,2288
1645,Thing On Enterprise Limited,SEHK:2292,2292,-4.4489,Real Estate,Real Estate Services,2292
1646,Huarchi Global Group Holdings Limited,SEHK:2296,2296,39.6686,Industrials,Engineering & Construction,2296
1647,Cosmo Lady (China) Holdings Company Limited,SEHK:2298,2298,-1.4516,Consumer Cyclical,Apparel Manufacturing,2298
1648,Billion Industrial Holdings Limited,SEHK:2299,2299,11.99,Consumer Cyclical,Textile Manufacturing,2299
1649,CNNC International Limited,SEHK:2302,2302,-3.7985,Technology,Electronics & Computer Distribution,2302
1650,EVOC Intelligent Technology Company Limited,SEHK:2308,2308,6.2023,Technology,Computer Hardware,2308
1651,Birmingham Sports Holdings Limited,SEHK:2309,2309,-19.6234,Consumer Cyclical,Leisure,2309
1652,Ping An Securities Group (Holdings) Limited,SEHK:231,231,-0.0787,Financial Services,Capital Markets,231
1653,Times Universal Group Holdings Limited,SEHK:2310,2310,-2.8678,Real Estate,Real Estate Services,2310
1654,China Financial Leasing Group Limited,SEHK:2312,2312,-3.8742,Financial Services,Asset Management,2312
1655,AVIC International Holding (HK) Limited,SEHK:232,232,-2.8992,Industrials,Aerospace & Defense,232
1656,Hop Fung Group Holdings Limited,SEHK:2320,2320,-6.7608,Basic Materials,Paper & Paper Products,2320
1657,Hong Kong ChaoShang Group Limited,SEHK:2322,2322,-179.8397,Industrials,Conglomerates,2322
1658,Renco Holdings Group Limited,SEHK:2323,2323,-0.7009,Financial Services,Capital Markets,2323
1659,Capital VC Limited,SEHK:2324,2324,-0.9111,Financial Services,Capital Markets,2324
1660,New Provenance Everlasting Holdings Limited,SEHK:2326,2326,-14.6214,Basic Materials,Other Industrial Metals & Mining,2326
1661,Meilleure Health International Industry Group Limited,SEHK:2327,2327,-114.0168,Industrials,Conglomerates,2327
1662,China Uptown Group Company Limited,SEHK:2330,2330,8.6229,Real Estate,Real Estate—Diversified,2330
1663,Hailiang International Holdings Limited,SEHK:2336,2336,-30.0938,Technology,Semiconductor Equipment & Materials,2336
1664,BeijingWest Industries International Limited,SEHK:2339,2339,-4.9939,Consumer Cyclical,Auto Parts,2339
1665,New Century Group Hong Kong Limited,SEHK:234,234,-6.7541,Consumer Cyclical,Leisure,234
1666,Synergis Holdings Limited,SEHK:2340,2340,7.1569,Real Estate,Real Estate Services,2340
1667,Universal Star (Holdings) Limited,SEHK:2346,2346,2.2581,Technology,Electronic Components,2346
1668,China City Infrastructure Group Limited,SEHK:2349,2349,-2.1481,Real Estate,Real Estate—Diversified,2349
1669,China Strategic Holdings Limited,SEHK:235,235,-25.9854,Financial Services,Capital Markets,235
1670,Baoye Group Company Limited,SEHK:2355,2355,2.2747,Industrials,Engineering & Construction,2355
1671,Jiu Rong Holdings Limited,SEHK:2358,2358,29.9394,Technology,Consumer Electronics,2358
1672,San Miguel Brewery Hong Kong Limited,SEHK:236,236,18.3691,Consumer Defensive,Beverages—Brewers,236
1673,Best Mart 360 Holdings Limited,SEHK:2360,2360,56.507,Consumer Defensive,Discount Stores,2360
1674,Tongda Hong Tai Holdings Limited,SEHK:2363,2363,-0.8396,Technology,Electronic Components,2363
1675,SMI Culture & Travel Group Holdings Limited,SEHK:2366,2366,,Communication Services,Entertainment,2366
1676,Coolpad Group Limited,SEHK:2369,2369,42.1841,Technology,Communication Equipment,2369
1677,China Chuanglian Education Financial Group Limited,SEHK:2371,2371,-86.8499,Consumer Defensive,Education & Training Services,2371
1678,Zhongtian International Limited,SEHK:2379,2379,-54.0193,Real Estate,Real Estate—Diversified,2379
1679,Evergreen International Holdings Limited,SEHK:238,238,,Consumer Cyclical,Apparel Manufacturing,238
1680,SMC Electric Limited,SEHK:2381,2381,5.8646,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2381
1681,TOM Group Limited,SEHK:2383,2383,-9.0583,Communication Services,Publishing,2383
1682,Beijing Enterprises Medical and Health Industry Group Limited,SEHK:2389,2389,-1.5561,Healthcare,Medical Care Facilities,2389
1683,Yestar Healthcare Holdings Company Limited,SEHK:2393,2393,-3.9597,Healthcare,Medical Devices,2393
1684,Good Friend International Holdings Inc.,SEHK:2398,2398,-4.2483,Industrials,Specialty Industrial Machinery,2398
1685,China Fordoo Holdings Limited,SEHK:2399,2399,-19.6718,Consumer Cyclical,Apparel Manufacturing,2399
1686,Burwill Holdings Limited,SEHK:24,24,,,,24
1687,XD Inc.,SEHK:2400,2400,90.2941,Communication Services,Electronic Gaming & Multimedia,2400
1688,Alibaba Health Information Technology Limited,SEHK:241,241,1111.4039,Healthcare,Pharmaceutical Retailers,241
1689,QPL International Holdings Limited,SEHK:243,243,-1.1579,Technology,Semiconductors,243
1690,"The Sincere Company, Limited",SEHK:244,244,-2.2636,Consumer Cyclical,Department Stores,244
1691,Space Group Holdings Limited,SEHK:2448,2448,37.0359,,,2448
1692,China Vered Financial Holding Corporation Limited,SEHK:245,245,-8.7305,Financial Services,Asset Management,245
1693,HKC International Holdings Limited,SEHK:248,248,-7.6318,Technology,Communication Equipment,248
1694,Launch Tech Company Limited,SEHK:2488,2488,-8.1709,Consumer Cyclical,Auto Parts,2488
1695,Sino-i Technology Limited,SEHK:250,250,14.5547,Technology,Information Technology Services,250
1696,Venus Medtech (Hangzhou) Inc.,SEHK:2500,2500,-105.4466,Healthcare,Medical Devices,2500
1697,Shun Ho Holdings Limited,SEHK:253,253,-1.7942,Consumer Cyclical,Lodging,253
1698,Hua Medicine (Shanghai) Ltd.,SEHK:2552,2552,-10.6207,Healthcare,Drug Manufacturers—Specialty & Generic,2552
1699,Citychamp Watch & Jewellery Group Limited,SEHK:256,256,-45.2547,Consumer Cyclical,Luxury Goods,256
1700,"Shinsun Holdings (Group) Co., Ltd.",SEHK:2599,2599,,Real Estate,Real Estate—Diversified,2599
1701,AVIC Joy Holdings (HK) Limited,SEHK:260,260,-0.3805,Energy,Oil & Gas Refining & Marketing,260
1702,Aluminum Corporation of China Limited,SEHK:2600,2600,267.065,Basic Materials,Aluminum,2600
1703,Sunshine 100 China Holdings Ltd,SEHK:2608,2608,1.8511,Real Estate,Real Estate—Development,2608
1704,GBA Holdings Limited,SEHK:261,261,-9.8842,Technology,Communication Equipment,261
1705,CStone Pharmaceuticals,SEHK:2616,2616,-5.3378,Healthcare,Biotechnology,2616
1706,Deson Development International Holdings Limited,SEHK:262,262,-2.548,Real Estate,Real Estate—Development,262
1707,Add New Energy Investment Holdings Group Limited,SEHK:2623,2623,-17.9861,Basic Materials,Other Industrial Metals & Mining,2623
1708,GT Group Holdings Limited,SEHK:263,263,-0.0274,Financial Services,Capital Markets,263
1709,China International Development Corporation Limited,SEHK:264,264,-26.8032,Consumer Cyclical,Footwear & Accessories,264
1710,Orient Victory Travel Group Company Limited,SEHK:265,265,-21.5837,Consumer Cyclical,Travel Services,265
1711,Zengame Technology Holding Limited,SEHK:2660,2660,5.0718,Communication Services,Electronic Gaming & Multimedia,2660
1712,MH Development Limited,SEHK:2662,2662,-51.7743,,Type,2662
1713,KPa-BM Holdings Limited,SEHK:2663,2663,3.0675,,,2663
1714,Pak Tak International Limited,SEHK:2668,2668,23.1358,Consumer Cyclical,Apparel Manufacturing,2668
1715,Kingdee International Software Group Company Limited,SEHK:268,268,2188.1923,Technology,Software—Application,268
1716,Innovax Holdings Limited,SEHK:2680,2680,-113.4438,Financial Services,Capital Markets,2680
1717,China Resources and Transportation Group Limited,SEHK:269,269,-0.0338,Industrials,Infrastructure Operations,269
1718,"Shanghai Henlius Biotech, Inc.",SEHK:2696,2696,-17.3506,Healthcare,Biotechnology,2696
1719,Xinming China Holdings Limited,SEHK:2699,2699,-0.73,Real Estate,Real Estate—Development,2699
1720,Green International Holdings Limited,SEHK:2700,2700,-1.5865,Industrials,Conglomerates,2700
1721,IBO Technology Company Limited,SEHK:2708,2708,-29.6327,Technology,Software—Infrastructure,2708
1722,"Shanghai Dongzheng Automotive Finance Co., Ltd.",SEHK:2718,2718,4.0987,Financial Services,Credit Services,2718
