,Name,Full Ticker,Ticker,P/E Ratio,sector,industry,ticker
1723,Shanghai Electric Group Company Limited,SEHK:2727,2727,21.4215,Industrials,Specialty Industrial Machinery,2727
1724,Jintai Energy Holdings Limited,SEHK:2728,2728,-3.7015,Energy,Oil & Gas Refining & Marketing,2728
1725,Mason Group Holdings Limited,SEHK:273,273,-1.4280000000000002,Consumer Defensive,Household & Personal Products,273
1726,China Billion Resources Limited,SEHK:274,274,-1.0619,Basic Materials,Gold,274
1727,Mongolia Energy Corporation Limited,SEHK:276,276,0.2512,Basic Materials,Coking Coal,276
1728,Yuanda China Holdings Limited,SEHK:2789,2789,-3.9442,Industrials,Engineering & Construction,2789
1729,Freeman FinTech Corporation Limited,SEHK:279,279,-0.0438,Financial Services,Financial Conglomerates,279
1730,King Fook Holdings Limited,SEHK:280,280,17.9242,Consumer Cyclical,Luxury Goods,280
1731,Premia ETF Series - MSCI Vietnam ETF,SEHK:2804,2804,,,,2804
1732,Mirae Asset Global Investments (Hong Kong) Limited - Global X China Consumer Brand ETF,SEHK:2806,2806,,,,2806
1733,Mirae Asset Global Investments (Hong Kong) Limited - Global X China Robotics and AI ETF,SEHK:2807,2807,,,,2807
1734,Mirae Asset Global Investments (Hong Kong) Limited - Global X China Clean Energy ETF,SEHK:2809,2809,,,,2809
1735,Samsung Asset Management (Hong Kong) Limited- CSI China Dragon Internet ETF,SEHK:2812,2812,,,,2812
1736,Next Digital Limited,SEHK:282,282,-2.4153,Communication Services,Publishing,282
1737,Global X ETF Series - Global X China Biotech ETF,SEHK:2820,2820,,,,2820
1738,Lippo Fund Series - Lippo Select HK & Mainland Property ETF,SEHK:2824,2824,,,,2824
1739,World Index Shares ETFs - CSI HK 100 Tracker,SEHK:2825,2825,,,,2825
1740,Global X ETF Series - Global X China Cloud Computing ETF,SEHK:2826,2826,,,,2826
1741,World Index Shares ETFs - CSI 300 China Tracker,SEHK:2827,2827,,,,2827
1742,Bosera ETFs - Bosera FTSE China A50 Index ETF,SEHK:2832,2832,,,,2832
1743,iShares Asia Trust - iShares NASDAQ 100 Index ETF,SEHK:2834,2834,,,,2834
1744,iShares Asia Trust - iShares Core S&P BSE SENSEX India Index ETF,SEHK:2836,2836,,,,2836
1745,SPDR Gold Trust,SEHK:2840,2840,,,,2840
1746,Mirae Asset Global Investments (Hong Kong) Limited - Global X China Clean Energy ETF,SEHK:2845,2845,,,,2845
1747,Xtrackers - MSCI Korea UCITS ETF,SEHK:2848,2848,,,,2848
1748,Yixin Group Limited,SEHK:2858,2858,-13.1647,Financial Services,Credit Services,2858
1749,Aidigong Maternal & Child Health Limited,SEHK:286,286,59.4927,Healthcare,Medical Care Facilities,286
1750,Golden Faith Group Holdings Limited,SEHK:2863,2863,8.0626,Industrials,Engineering & Construction,2863
1751,Solomon Systech (International) Limited,SEHK:2878,2878,-9.161,Technology,Semiconductors,2878
1752,Hong Kong Resources Holdings Company Limited,SEHK:2882,2882,-2.0715,Consumer Cyclical,Luxury Goods,2882
1753,Peiport Holdings Ltd.,SEHK:2885,2885,5.8776,Industrials,Security & Protection Services,2885
1754,Standard Chartered PLC,SEHK:2888,2888,24.328000000000003,Financial Services,Banks—Diversified,2888
1755,Million Cities Holdings Limited,SEHK:2892,2892,8.1769,Real Estate,Real Estate Services,2892
1756,China Fortune Financial Group Limited,SEHK:290,290,-7.7999,Financial Services,Financial Conglomerates,290
1757,Asia Standard Hotel Group Limited,SEHK:292,292,1.0746,Financial Services,Asset Management,292
1758,Cathay Pacific Airways Limited,SEHK:293,293,-4.9897,Industrials,Airlines,293
1759,Yangtzekiang Garment Limited,SEHK:294,294,-8.421,Consumer Cyclical,Apparel Manufacturing,294
1760,Kong Sun Holdings Limited,SEHK:295,295,-2.092,Utilities,Utilities—Renewable,295
1761,Sinofert Holdings Limited,SEHK:297,297,11.6776,Basic Materials,Agricultural Inputs,297
1762,Universal Health International Group Holding Limited,SEHK:2975,2975,-0.2655,,Type,2975
1763,China Fortune Holdings Limited,SEHK:2979,2979,-4.876,,Type,2979
1764,China Financial Services Holdings Limited,SEHK:2980,2980,3.4898,,Type,2980
1765,Longhui International Holdings Limited,SEHK:2981,2981,-0.6676,,Type,2981
1766,CST Group Limited,SEHK:2986,2986,-1.6822,,,2986
1767,China Grand Pharmaceutical and Healthcare Holdings Limited,SEHK:2989,2989,16.8554,,Type,2989
1768,Glory Sun Land Group Limited,SEHK:299,299,9.5963,Financial Services,Capital Markets,299
1769,Ban Loong Holdings Limited,SEHK:30,30,64.5468,,,30
1770,CSOP ETF Series - CSOP CSI 500 ETF,SEHK:3005,3005,,,,3005
1771,Xtrackers - FTSE China 50 UCITS ETF,SEHK:3007,3007,,,,3007
1772,Xtrackers - Nifty 50 Swap UCITS ETF,SEHK:3015,3015,,,,3015
1773,Xtrackers - MSCI Philippines UCITS ETF,SEHK:3016,3016,,,,3016
1774,Xtrackers - MSCI World Swap UCITS ETF,SEHK:3019,3019,,,,3019
1775,CMGE Technology Group Limited,SEHK:302,302,24.1008,Communication Services,Electronic Gaming & Multimedia,302
1776,Xtrackers - MSCI USA Swap UCITS ETF,SEHK:3020,3020,,,,3020
1777,Ping An of China Trust - Ping An Nasdaq AI and Robotics ETF,SEHK:3023,3023,,,,3023
1778,World Index Shares ETFs - SSE 50 China Tracker,SEHK:3024,3024,,,,3024
1779,Haitong MSCI China A ESG ETF,SEHK:3031,3031,,,,3031
1780,Hang Seng Investment Index Funds Series - Hang Seng Tech Index ETF,SEHK:3032,3032,,,,3032
1781,CSOP ETF Series - CSOP Hang Seng TECH Index ETF,SEHK:3033,3033,,,,3033
1782,Xtrackers - MSCI Taiwan UCITS ETF,SEHK:3036,3036,,,,3036
1783,Global X ETF Series - Global X MSCI China ETF,SEHK:3040,3040,,,,3040
1784,Xtrackers - MSCI Pacific ex Japan UCITS ETF,SEHK:3043,3043,,,,3043
1785,Ssif ETF I - Ssif Dce Iron Ore Futures Index ETF,SEHK:3047,3047,,,,3047
1786,Xtrackers - MSCI Brazil UCITS ETF,SEHK:3048,3048,,,,3048
1787,CSOP Hong Kong Dollar Money Market ETF,SEHK:3053,3053,,,,3053
1788,Xtrackers - MSCI China UCITS ETF,SEHK:3055,3055,,,,3055
1789,Kwoon Chung Bus Holdings Limited,SEHK:306,306,-25.1663,Industrials,Railroads,306
1790,Xtrackers - MSCI Singapore UCITS ETF,SEHK:3065,3065,,,,3065
1791,iShares Hang Seng TECH ETF,SEHK:3067,3067,,,,3067
1792,CICC Fund Series - CICC HKD Money Market ETF,SEHK:3071,3071,,,,3071
1793,Nikko Asset Management Global Internet ETF,SEHK:3072,3072,,,,3072
1794,SPDR ETFs - SPDR FTSE Greater China ETF,SEHK:3073,3073,,,,3073
1795,China International Capital Corporation Hong Kong - Bloomberg Barclays China Treasury 1 - 10 years E,SEHK:3079,3079,,,,3079
1796,China Travel International Investment Hong Kong Limited,SEHK:308,308,-16.2831,Consumer Cyclical,Leisure,308
1797,Value Gold ETF,SEHK:3081,3081,,,,3081
1798,Xtrackers - MSCI Malaysia UCITS ETF,SEHK:3082,3082,,,,3082
1799,Xtrackers - FTSE Vietnam Swap UCITS ETF,SEHK:3087,3087,,,,3087
1800,China Asset Management Company - Hang Seng Tech Index ETF,SEHK:3088,3088,,,,3088
1801,Xinhua News Media Holdings Limited,SEHK:309,309,-4.3771,Industrials,Specialty Business Services,309
1802,Nikko AM Hong Kong Exchange Traded Funds Series - NikkoAM E-Games Active ETF,SEHK:3091,3091,,,,3091
1803,Xtrackers - MSCI Thailand UCITS ETF,SEHK:3092,3092,,,,3092
1804,China International Capital Corporation Hong Kong - CSI Select 100 ETF Fund,SEHK:3093,3093,,,,3093
1805,CSOP ETF Series - CSOP US Dollar Money Market ETF,SEHK:3096,3096,,,Type,3096
1806,Global X ETF Series II - Global X S&P Crude Oil Futures Enhanced ER ETF,SEHK:3097,3097,,,,3097
1807,Xtrackers - MSCI Indonesia Swap UCITS ETF,SEHK:3099,3099,,,,3099
1808,Prosperity Investment Holdings Limited,SEHK:310,310,-0.5635,Financial Services,Asset Management,310
1809,Csop Asset Management Limited - CSOP STAR 50 Index ETF,SEHK:3109,3109,,,,3109
1810,Luen Thai Holdings Limited,SEHK:311,311,-581.6934,Consumer Cyclical,Apparel Manufacturing,311
1811,Global X ETF Series - Global X Hang Seng High Dividend Yield ETF,SEHK:3110,3110,,,,3110
1812,Harvest Funds (Hong Kong) ETF - Harvest MSCI China A Index ETF,SEHK:3118,3118,,,,3118
1813,CSOP ETF Series II - CSOP China Ultra Short-Term Bond ETF,SEHK:3122,3122,,,,3122
1814,Global X ETF Series - Global X CSI 300 ETF,SEHK:3127,3127,,,,3127
1815,Richly Field China Development Limited,SEHK:313,313,-1.1413,Real Estate,Real Estate Services,313
1816,Hang Seng China A Share Etf Series - Hang Seng Harvest Csi 300 Index Etf,SEHK:3130,3130,,,,3130
1817,CSOP ETF Series - CSOP FTSE China A50 ETF,SEHK:3147,3147,,,,3147
1818,SmarTone Telecommunications Holdings Limited,SEHK:315,315,14.7308,Communication Services,Telecom Services,315
1819,China AMC Hang Seng Small Cap Index ETF,SEHK:3157,3157,,,,3157
1820,Ping An of China Trust - Ping An MSCI China Multi-Factor ETF,SEHK:3163,3163,,,,3163
1821,Ping An Of China Asset Management (Hong Kong) Company Ltd - Ping An MSCI China Quality Factor ETF,SEHK:3166,3166,,,,3166
1822,CSSC Offshore & Marine Engineering (Group) Company Limited,SEHK:317,317,6.7464,Industrials,Aerospace & Defense,317
1823,Premia ETF Series - Premia CSI Caixin China New Economy ETF,SEHK:3173,3173,,,,3173
1824,Samsung ETFs Trust - Samsung S&P GSCI Crude Oil ER Futures ETF,SEHK:3175,3175,,,,3175
1825,Vongroup Limited,SEHK:318,318,6.127999999999999,Technology,Information Technology Services,318
1826,Premia Etf Series - Premia Asia Innovative Technology Etf,SEHK:3181,3181,,,,3181
1827,W.I.S.E. - Nasdaq Overseas China New Economy Companies Top 50 Index Tracker Fund,SEHK:3182,3182,,,,3182
1828,China Capital Corporation (Hong Kong) Limited - Kraneshares CSI China Internet Index Fund,SEHK:3186,3186,,,,3186
1829,Samsung ETFs Trust II - Samsung S&P High Dividend APAC EX NZ REITs ETF,SEHK:3187,3187,,,,3187
1830,Mirae Asset Global Investments (Hong Kong) Limited - Global X China Semiconductor ETF,SEHK:3191,3191,,,,3191
1831,China Asset Management (Hong Kong) Limited - China AMC MSCI China A Inclusion Index ETF,SEHK:3197,3197,,,,3197
1832,Ping An of China Trust - Ping An Nasdaq 5HANDL ETF,SEHK:3198,3198,,,,3198
1833,China Star Entertainment Limited,SEHK:326,326,-9.4455,Communication Services,Entertainment,326
1834,Alco Holdings Limited,SEHK:328,328,-0.3345,Technology,Consumer Electronics,328
1835,OCI International Holdings Limited,SEHK:329,329,-73.9152,Financial Services,Capital Markets,329
1836,Amber Hill Financial Holdings Limited,SEHK:33,33,-1.3719999999999999,,,33
1837,Esprit Holdings Limited,SEHK:330,330,-0.5019,Consumer Cyclical,Apparel Retail,330
1838,China Glass Holdings Limited,SEHK:3300,3300,-5.7451,Industrials,Building Products & Equipment,3300
1839,Ronshine China Holdings Limited,SEHK:3301,3301,3.8735,Real Estate,Real Estate—Development,3301
1840,Jutal Offshore Oil Services Limited,SEHK:3303,3303,22.8506,Energy,Oil & Gas Equipment & Services,3303
1841,ArtGo Holdings Limited,SEHK:3313,3313,-1.6221,Industrials,Building Products & Equipment,3313
1842,China Boton Group Company Limited,SEHK:3318,3318,53.7332,Basic Materials,Specialty Chemicals,3318
1843,Yuan Heng Gas Holdings Limited,SEHK:332,332,-14.9863,Energy,Oil & Gas Refining & Marketing,332
1844,Wai Hung Group Holdings Limited,SEHK:3321,3321,62.7371,Industrials,Engineering & Construction,3321
1845,Win Hanverky Holdings Limited,SEHK:3322,3322,-3.7133,Consumer Cyclical,Apparel Manufacturing,3322
1846,Top Form International Limited,SEHK:333,333,-5.15,Consumer Cyclical,Apparel Manufacturing,333
1847,Lingbao Gold Group Company Ltd.,SEHK:3330,3330,-7.3829,Basic Materials,Gold,3330
1848,Nanjing Sinolife United Company Limited,SEHK:3332,3332,-1.0035,Consumer Defensive,Household & Personal Products,3332
1849,Anton Oilfield Services Group,SEHK:3337,3337,47.4425,Energy,Oil & Gas Equipment & Services,3337
1850,China Display Optoelectronics Technology Holdings Limited,SEHK:334,334,-18.2423,Technology,Electronic Components,334
1851,GTI Holdings Limited,SEHK:3344,3344,-0.4872,Basic Materials,Chemicals,3344
1852,China PengFei Group Limited,SEHK:3348,3348,3.8159,Industrials,Specialty Industrial Machinery,3348
1853,Huabao International Holdings Limited,SEHK:336,336,38.7436,Basic Materials,Chemicals,336
1854,Parkson Retail Group Limited,SEHK:3368,3368,-2.6305,Consumer Cyclical,Department Stores,3368
1855,Hengdeli Holdings Limited,SEHK:3389,3389,-2.4388,Consumer Cyclical,Luxury Goods,3389
1856,Core Economy Investment Group Limited,SEHK:339,339,-10.5085,Financial Services,Asset Management,339
1857,Tycoon Group Holdings Limited,SEHK:3390,3390,-33.1544,Healthcare,Pharmaceutical Retailers,3390
1858,Persta Resources Inc.,SEHK:3395,3395,-0.5955,Energy,Oil & Gas E&P,3395
1859,China Ting Group Holdings Limited,SEHK:3398,3398,-69.8258,Consumer Cyclical,Apparel Manufacturing,3398
1860,Guangdong Yueyun Transportation Company Limited,SEHK:3399,3399,-81.7983,Industrials,Integrated Freight & Logistics,3399
1861,Tongguan Gold Group Limited,SEHK:340,340,-53.2173,Basic Materials,Gold,340
1862,NewOcean Energy Holdings Limited,SEHK:342,342,-1.0424,Energy,Oil & Gas Refining & Marketing,342
1863,Culturecom Holdings Limited,SEHK:343,343,-2.9492,Communication Services,Publishing,343
1864,Yanchang Petroleum International Limited,SEHK:346,346,-4.2559,Energy,Oil & Gas Integrated,346
1865,China Healthwise Holdings Limited,SEHK:348,348,,Consumer Cyclical,Leisure,348
1866,Asia Energy Logistics Group Limited,SEHK:351,351,-8.8215,Industrials,Marine Shipping,351
1867,Fortune Sun (China) Holdings Limited,SEHK:352,352,-17.1999,Real Estate,Real Estate Services,352
1868,Energy International Investments Holdings Limited,SEHK:353,353,-183.4012,Energy,Oil & Gas Equipment & Services,353
1869,DT Capital Limited,SEHK:356,356,-2.487,Financial Services,Capital Markets,356
1870,Hainan Meilan International Airport Company Limited,SEHK:357,357,34.5496,Industrials,Airports & Air Services,357
1871,"China Haisheng Juice Holdings Co., Ltd",SEHK:359,359,-1.676,Consumer Defensive,Beverages—Non-Alcoholic,359
1872,Far East Holdings International Limited,SEHK:36,36,-2.4905,,,36
1873,New Focus Auto Tech Holdings Limited,SEHK:360,360,-0.6495,Consumer Cyclical,Auto & Truck Dealerships,360
1874,360 Ludashi Holdings Limited,SEHK:3601,3601,7.6788,Communication Services,Internet Content & Information,3601
1875,Sino Golf Holdings Limited,SEHK:361,361,-11.5995,Consumer Cyclical,Leisure,361
1876,Ever Reach Group (Holdings) Company Limited,SEHK:3616,3616,4.4701,Real Estate,Real Estate—Development,3616
1877,Xinyang Maojian Group Limited,SEHK:362,362,-1.2277,Utilities,Utilities—Regulated Electric,362
1878,China Success Finance Group Holdings Limited,SEHK:3623,3623,-1.0583,Financial Services,Financial Conglomerates,3623
1879,Hang Sang (Siu Po) International Holding Company Limited,SEHK:3626,3626,-7.5751,Industrials,Specialty Business Services,3626
1880,RENHENG Enterprise Holdings Limited,SEHK:3628,3628,237.1244,Industrials,Specialty Industrial Machinery,3628
1881,Huabang Financial Holdings Limited,SEHK:3638,3638,54.5969,Technology,Computer Hardware,3638
1882,Yida China Holdings Limited,SEHK:3639,3639,10.4371,Real Estate,Real Estate—Development,3639
1883,Blockchain Group Company Limited,SEHK:364,364,,,Type,364
1884,Sino ICT Holdings Limited,SEHK:365,365,89.0396,Industrials,Specialty Industrial Machinery,365
1885,Xiezhong International Holdings Limited,SEHK:3663,3663,-1.7207,Consumer Cyclical,Auto Parts,3663
1886,"TANSH Global Food Group Co., Ltd",SEHK:3666,3666,-0.6884,Consumer Cyclical,Restaurants,3666
1887,Superland Group Holdings Limited,SEHK:368,368,21.1951,Industrials,Engineering & Construction,368
1888,Suoxinda Holdings Limited,SEHK:3680,3680,-523.5433,Technology,Information Technology Services,3680
1889,SinoMab BioScience Limited,SEHK:3681,3681,-11.3472,Healthcare,Biotechnology,3681
1890,Great Harvest Maeta Group Holdings Limited,SEHK:3683,3683,-10.1059,Industrials,Marine Shipping,3683
1891,"Guangdong Kanghua Healthcare Co., Ltd.",SEHK:3689,3689,-8.3763,Healthcare,Medical Care Facilities,3689
1892,Meituan,SEHK:3690,3690,200.1251,Consumer Cyclical,Internet Retail,3690
1893,Hansoh Pharmaceutical Group Company Limited,SEHK:3692,3692,78.1989,Healthcare,Drug Manufacturers—Specialty & Generic,3692
1894,Far East Hotels and Entertainment Limited,SEHK:37,37,-5.0575,,,37
1895,China Best Group Holding Limited,SEHK:370,370,-2.7354,Consumer Cyclical,Specialty Retail,370
1896,Inke Limited,SEHK:3700,3700,25.1918,Communication Services,Internet Content & Information,3700
1897,China Supply Chain Holdings Limited,SEHK:3708,3708,-71.0202,Consumer Cyclical,Residential Construction,3708
1898,Beijing Enterprises Urban Resources Group Limited,SEHK:3718,3718,12.1985,Industrials,Waste Management,3718
1899,PT International Development Corporation Limited,SEHK:372,372,-8.8831,Financial Services,Capital Markets,372
1900,Vobile Group Limited,SEHK:3738,3738,429.8421,Technology,Software—Application,3738
1901,YGM Trading Limited,SEHK:375,375,-8.2335,Consumer Cyclical,Apparel Retail,375
1902,Yunfeng Financial Group Limited,SEHK:376,376,48.1628,Financial Services,Capital Markets,376
1903,China Huajun Group Limited,SEHK:377,377,-0.4304,Basic Materials,Specialty Chemicals,377
1904,NNK Group Limited,SEHK:3773,3773,8.8997,Technology,Software—Infrastructure,3773
1905,China Weaving Materials Holdings Limited,SEHK:3778,3778,-9.4484,Consumer Cyclical,Textile Manufacturing,3778
1906,FDG Kinetic Limited,SEHK:378,378,-0.5371,Industrials,Electrical Equipment & Parts,378
1907,"China Ever Grand Financial Leasing Group Co., Ltd.",SEHK:379,379,-4.048,Financial Services,Credit Services,379
1908,Homeland Interactive Technology Ltd.,SEHK:3798,3798,19.1677,Communication Services,Electronic Gaming & Multimedia,3798
1909,First Tractor Company Limited,SEHK:38,38,16.9878,,,38
1910,Softpower International Limited,SEHK:380,380,33.6961,Consumer Cyclical,Home Improvement Retail,380
1911,GCL-Poly Energy Holdings Limited,SEHK:3800,3800,-50.7624,Technology,Solar,3800
1912,Kiu Hung International Holdings Limited,SEHK:381,381,-0.5235,,,381
1913,Pou Sheng International (Holdings) Limited,SEHK:3813,3813,17.7367,Consumer Cyclical,Footwear & Accessories,3813
